Did Promotion Run?,In-Store Date End,In-Store Date Start,PPG,Plan Accounts,Promo type,Promotion Key,Promotion Name,Promotion Status,Promotion mechanism,Retailer,CustHierarchyNum,Manual Start Date,Manual End Date
YES,2025-05-10,2025-05-03,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003650LIVE,"202530-202533 - 2025-07-23 00:00:00 - 2025-08-12 00:00:00 - KROGER (PG) - Temp Price Reduction - Trade Promotion - $0.50 off 1 - 25-KP7w2-4 - 5x - Ben RR net $1.99 - 3650, 25-KP7w2-4 - 5x - Ben RR net $1.99",130 - Finished - Evaluated,$0.50 off 1,KrogerSmiths,41135845,2025-07-30,2025-08-19
YES,2021-10-16,2021-10-02,BEN DRY FLVR 6-6.2Z,WAKEFERN (PG),Temp Price Reduction,2410200000001717LIVE,"202141 - 20211003 - 20211016 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - 1 for $1.99 - ctober Ready Rice Pick 3, Pay $1.77 Each,, LGW $1.99, replaces 984, Requires Re-Approval - 1717, replaces 984 - October Ready Rice Pick 3, Pay $1.77 Each, LGW $1.99",130 - Finished - Evaluated,1 for $1.99,ShopRite,41135870,2021-10-02,2021-10-16
YES,2021-10-16,2021-10-02,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000001717LIVE,"202141 - 20211003 - 20211016 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - 1 for $1.99 - ctober Ready Rice Pick 3, Pay $1.77 Each,, LGW $1.99, replaces 984, Requires Re-Approval - 1717, replaces 984 - October Ready Rice Pick 3, Pay $1.77 Each, LGW $1.99",130 - Finished - Evaluated,1 for $1.99,ShopRite,41135870,2021-10-02,2021-10-16
YES,2022-01-01,2021-10-23,SOC RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000000636LIVE,"202141-202152 - 20211003 - 20211231 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - 1 for $1.99 - Q4 SOC BMSM Program 6 for $11.99 (must buy 6), $5.95 Price Plus Scan, Requires Re-Approval - 636, Q4 SOC BMSM Program 6 for $11.99 (must buy 6)",130 - Finished - Evaluated,1 for $1.99,ShopRite,41135870,2021-10-23,2022-01-01
YES,2021-11-20,2021-11-06,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000001907LIVE,"202146 - 20211107 - 20211120 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - 1 for $1.99 - 1907, Replacement for 985",130 - Finished - Evaluated,1 for $1.99,ShopRite,41135870,2021-11-06,2021-11-20
YES,2021-12-25,2021-12-18,BEN DRY FLVR 6-6.2Z,ALB - SFWY SOUTHERN CAL (PG),Temp Price Reduction,2410200000001910LIVE,"202150-202151 - 20211215 - 20211221 - ALB - SFWY SOUTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - 1 for $1.99 - Replaces VF# 1114 - 1910, Replaces VF# 1114",130 - Finished - Evaluated,1 for $1.99,ALBSoCal,41136078,2021-12-18,2021-12-25
YES,2021-12-25,2021-12-18,BEN RTH 8.5-8.8Z,ALB - SFWY SOUTHERN CAL (PG),Temp Price Reduction,2410200000001910LIVE,"202150-202151 - 20211215 - 20211221 - ALB - SFWY SOUTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - 1 for $1.99 - Replaces VF# 1114 - 1910, Replaces VF# 1114",130 - Finished - Evaluated,1 for $1.99,ALBSoCal,41136078,2021-12-18,2021-12-25
YES,2022-01-22,2021-12-25,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000001179LIVE,"202151-202152 - 20211220 - 20211231 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - 1 for $1.99 -  January Can Can Ready Rice Pick Event & Locknet, Requires Re-Approval - 1179, January Ready Rice Can Can, Pick 3 Pay $1.66 -",130 - Finished - Evaluated,1 for $1.99,ShopRite,41135870,2021-12-25,2022-01-22
YES,2022-12-31,2022-01-08,SOC RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000001723LIVE,"202202-202252 - 20220102 - 20221231 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - 1 for $1.99 - Requires Re-Approval - 1723, SOC BMSM Q1-Q4  6 for $11.99 MB 6 ($5.64 pp)",130 - Finished - Evaluated,1 for $1.99,ShopRite,41135870,2022-01-01,2022-12-31
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000001525LIVE,"202250-202252 - 20221204 - 20221231 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - 1 for $1.99 - Requires Re-Approval - 1525, January Can Can RTH",130 - Finished - Evaluated,1 for $1.99,ShopRite,41135870,2023-01-01,2023-02-18
YES,2021-11-06,2021-10-09,BEN DRY REG PLN 2LB,ALB - SFWY UNITED (PG),Temp Price Reduction,2410200000001056LIVE,"202140-202144 - 20211006 - 20211102 - ALB - SFWY UNITED (PG) - Temp Price Reduction - Trade Promotion - 1 for $2.99 - TPR, Requires Re-Approval - 1056, Ben's 2lb TPR $2.99 4 weeks",130 - Finished - Evaluated,1 for $2.99,ALBUnited,41136076,2021-10-09,2021-11-06
YES,2022-01-22,2022-01-08,BEN DRY REG PLN 2LB,ALB - SFWY PORTLAND (PG),Temp Price Reduction,2410200000001674LIVE,202201-202202 - 20220103 - 20220114 - ALB - SFWY PORTLAND (PG) - Temp Price Reduction - Trade Promotion - 1 for $2.99 - 1674,130 - Finished - Evaluated,1 for $2.99,ALBPortland,41136069,2022-01-08,2022-01-22
YES,2022-03-05,2022-02-05,SOC RTH 8.5-8.8Z,GIANT EAGLE (PG),Temp Price Reduction,2410200000001436LIVE,202210-202217 - 20220227 - 20220427 - GIANT EAGLE (PG) - Temp Price Reduction - Trade Promotion - 1 for $2.99 - 1436,130 - Finished - Evaluated,1 for $2.99,GiantEagle,41136105,2022-02-05,2022-03-05
YES,2022-05-21,2022-05-07,BEN DRY REG PLN 2LB,ALB - SFWY SOUTHERN CAL (PG),Temp Price Reduction,2410200000001666LIVE,202218-202220 - 20220504 - 20220518 - ALB - SFWY SOUTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - 1 for $2.99 - 1666,130 - Finished - Evaluated,1 for $2.99,ALBSoCal,41136078,2022-05-07,2022-05-21
YES,2022-12-24,2022-12-10,BEN DRY REG PLN 2LB,ALB - SFWY SOUTHWEST (PG),Temp Price Reduction,2410200000001671LIVE,202244-202246 - 20221102 - 20221115 - ALB - SFWY SOUTHWEST (PG) - Temp Price Reduction - Trade Promotion - 1 for $2.99 - Requires Re-Approval - 1671,130 - Finished - Evaluated,1 for $2.99,ALBSouthWest,41136080,2022-12-07,2022-12-20
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002877LIVE,"202341-202351 - 20231011 - 20231219 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 1 for $2.99 - SOC P10W3 to P12W4 Season Low -TP 2517565  - 2877, SOC P10W3 to P12W4 Season Low -TP 2517565",130 - Finished - Evaluated,1 for $2.99,Kroger,41135845,2023-10-25,2023-12-26
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002877LIVE,"202341-202351 - 20231011 - 20231219 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 1 for $2.99 - SOC P10W3 to P12W4 Season Low -TP 2517565  - 2877, SOC P10W3 to P12W4 Season Low -TP 2517565",130 - Finished - Evaluated,1 for $2.99,KrogerFredMeyer,41135845,2023-10-25,2023-12-26
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002877LIVE,"202341-202351 - 20231011 - 20231219 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 1 for $2.99 - SOC P10W3 to P12W4 Season Low -TP 2517565  - 2877, SOC P10W3 to P12W4 Season Low -TP 2517565",130 - Finished - Evaluated,1 for $2.99,KrogerFrys,41135845,2023-10-25,2023-12-26
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002877LIVE,"202341-202351 - 20231011 - 20231219 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 1 for $2.99 - SOC P10W3 to P12W4 Season Low -TP 2517565  - 2877, SOC P10W3 to P12W4 Season Low -TP 2517565",130 - Finished - Evaluated,1 for $2.99,KrogerKingSoopers,41135845,2023-10-25,2023-12-26
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002877LIVE,"202341-202351 - 20231011 - 20231219 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 1 for $2.99 - SOC P10W3 to P12W4 Season Low -TP 2517565  - 2877, SOC P10W3 to P12W4 Season Low -TP 2517565",130 - Finished - Evaluated,1 for $2.99,KrogerRalphs,41135845,2023-10-25,2023-12-26
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002877LIVE,"202341-202351 - 20231011 - 20231219 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 1 for $2.99 - SOC P10W3 to P12W4 Season Low -TP 2517565  - 2877, SOC P10W3 to P12W4 Season Low -TP 2517565",130 - Finished - Evaluated,1 for $2.99,KrogerSmiths,41135845,2023-10-25,2023-12-26
NO,2025-03-01,2025-01-25,BEN RTH 8.5-8.8Z,ALB - SFWY SHAWS (PG),Temp Price Reduction,2410200000002903LIVE,"202435-202437 - 20240830 - 20240912 - ALB - SFWY SHAWS (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 2903, RR/LGW 2/$5 $0.4 scan",130 - Finished - Evaluated,2 for $4,ALBShaws,41136075,null,null
YES,2022-01-08,2021-09-04,BEN DRY FLVR 6-6.2Z,ALB - SFWY SHAWS (PG),Temp Price Reduction,2410200000001025LIVE,"202136-202152 - 20210911 - 20211231 - ALB - SFWY SHAWS (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - TPR, Good Thru - 1025, Good Thru 2/$4",130 - Finished - Evaluated,2 for $4,ALBShaws,41136075,2021-09-04,2022-01-08
YES,2022-01-08,2021-09-04,BEN RTH 8.5-8.8Z,ALB - SFWY SHAWS (PG),Temp Price Reduction,2410200000001025LIVE,"202136-202152 - 20210911 - 20211231 - ALB - SFWY SHAWS (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - TPR, Good Thru - 1025, Good Thru 2/$4",130 - Finished - Evaluated,2 for $4,ALBShaws,41136075,2021-09-04,2022-01-08
YES,2021-10-16,2021-10-02,BEN DRY FLVR 6-6.2Z,ALB - SFWY JEWEL (PG),Temp Price Reduction,2410200000001027LIVE,"202139-202140 - 20210929 - 20211005 - ALB - SFWY JEWEL (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - Feature, Requires Re-Approval - 1027, RR/LGW 3/$6",130 - Finished - Evaluated,2 for $4,ALBJewel,41136073,2021-10-02,2021-10-16
YES,2021-10-16,2021-10-02,BEN RTH 8.5-8.8Z,ALB - SFWY JEWEL (PG),Temp Price Reduction,2410200000001027LIVE,"202139-202140 - 20210929 - 20211005 - ALB - SFWY JEWEL (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - Feature, Requires Re-Approval - 1027, RR/LGW 3/$6",130 - Finished - Evaluated,2 for $4,ALBJewel,41136073,2021-10-02,2021-10-16
YES,2021-12-18,2021-12-11,BEN DRY FLVR 6-6.2Z,ALB - SFWY MID-ATLANTIC (PG),Temp Price Reduction,2410200000001021LIVE,"202149-202150 - 20211210 - 20211216 - ALB - SFWY MID-ATLANTIC (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - Feature - 1021, RR/LGW 2/$4 Feature",130 - Finished - Evaluated,2 for $4,ALBMidAtlantic,41136072,2021-12-11,2021-12-18
YES,2021-12-18,2021-12-11,BEN RTH 8.5-8.8Z,ALB - SFWY MID-ATLANTIC (PG),Temp Price Reduction,2410200000001021LIVE,"202149-202150 - 20211210 - 20211216 - ALB - SFWY MID-ATLANTIC (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - Feature - 1021, RR/LGW 2/$4 Feature",130 - Finished - Evaluated,2 for $4,ALBMidAtlantic,41136072,2021-12-11,2021-12-18
YES,2021-12-25,2021-12-18,BEN RTH 8.5-8.8Z,ALB - SFWY PORTLAND (PG),Temp Price Reduction,2410200000001949LIVE,"202150-202151 - 20211215 - 20211221 - ALB - SFWY PORTLAND (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - Replaces VF 1105 - 1949, Replaces VF 1105",130 - Finished - Evaluated,2 for $4,ALBPortland,41136069,2021-12-18,2021-12-25
YES,2022-07-02,2022-01-01,BEN RTH 8.5-8.8Z,MEIJER (PG),Temp Price Reduction,2410200000001415LIVE,"202202-202226 - 20220110 - 20220630 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 1415, 2022 Meijer HPO- 1H",130 - Finished - Evaluated,2 for $4,Meijer,41135846,2022-01-01,2022-07-02
YES,2022-05-07,2022-03-26,BEN DRY FLVR 6-6.2Z,ALB - SFWY SHAWS (PG),Temp Price Reduction,2410200000001375LIVE,"202214-202218 - 20220408 - 20220505 - ALB - SFWY SHAWS (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - BBS - 1375, RR/LGW 2/$4",130 - Finished - Evaluated,2 for $4,ALBShaws,41136075,2022-03-26,2022-05-07
YES,2022-05-07,2022-03-26,BEN RTH 8.5-8.8Z,ALB - SFWY SHAWS (PG),Temp Price Reduction,2410200000001375LIVE,"202214-202218 - 20220408 - 20220505 - ALB - SFWY SHAWS (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - BBS - 1375, RR/LGW 2/$4",130 - Finished - Evaluated,2 for $4,ALBShaws,41136075,2022-03-26,2022-05-07
YES,2022-04-16,2022-04-09,BEN RTH 8.5-8.8Z,GIANT EAGLE (PG),Temp Price Reduction,2410200000001425LIVE,202215 - 20220403 - 20220413 - GIANT EAGLE (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 1425,130 - Finished - Evaluated,2 for $4,GiantEagle,41136105,2022-04-09,2022-04-16
YES,2022-06-25,2022-06-11,BEN DRY FLVR 6-6.2Z,ALB - SFWY SOUTHERN (PG),Temp Price Reduction,2410200000001405LIVE,"202222-202224 - 20220601 - 20220614 - ALB - SFWY SOUTHERN (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - Feature - 1405, RR/LGW 3/$7",130 - Finished - Evaluated,2 for $4,ALBSouthern,41136074,2022-06-11,2022-06-25
YES,2022-06-25,2022-06-11,BEN RTH 8.5-8.8Z,ALB - SFWY SOUTHERN (PG),Temp Price Reduction,2410200000001405LIVE,"202222-202224 - 20220601 - 20220614 - ALB - SFWY SOUTHERN (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - Feature - 1405, RR/LGW 3/$7",130 - Finished - Evaluated,2 for $4,ALBSouthern,41136074,2022-06-11,2022-06-25
YES,2022-12-31,2022-07-02,BEN DRY FLVR 6-6.2Z,MEIJER (PG),Temp Price Reduction,2410200000001417LIVE,"202226-202252 - 20220701 - 20221231 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 1417, 2022 Meijer HPO- 2H",130 - Finished - Evaluated,2 for $4,Meijer,41135846,2022-07-02,2022-12-31
YES,2022-12-31,2022-07-02,BEN DRY REG PLN 10LB,MEIJER (PG),Temp Price Reduction,2410200000001417LIVE,"202226-202252 - 20220701 - 20221231 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 1417, 2022 Meijer HPO- 2H",130 - Finished - Evaluated,2 for $4,Meijer,41135846,2022-07-02,2022-12-31
YES,2022-12-31,2022-07-02,BEN DRY REG PLN 2LB,MEIJER (PG),Temp Price Reduction,2410200000001417LIVE,"202226-202252 - 20220701 - 20221231 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 1417, 2022 Meijer HPO- 2H",130 - Finished - Evaluated,2 for $4,Meijer,41135846,2022-07-02,2022-12-31
YES,2022-12-31,2022-07-02,BEN DRY REG PLN 5LB,MEIJER (PG),Temp Price Reduction,2410200000001417LIVE,"202226-202252 - 20220701 - 20221231 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 1417, 2022 Meijer HPO- 2H",130 - Finished - Evaluated,2 for $4,Meijer,41135846,2022-07-02,2022-12-31
YES,2022-12-31,2022-07-02,BEN RISOTTO RTH 8.5-8.8Z,MEIJER (PG),Temp Price Reduction,2410200000001417LIVE,"202226-202252 - 20220701 - 20221231 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 1417, 2022 Meijer HPO- 2H",130 - Finished - Evaluated,2 for $4,Meijer,41135846,2022-07-02,2022-12-31
YES,2022-12-31,2022-07-02,BEN RTH 8.5-8.8Z,MEIJER (PG),Temp Price Reduction,2410200000001417LIVE,"202226-202252 - 20220701 - 20221231 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 1417, 2022 Meijer HPO- 2H",130 - Finished - Evaluated,2 for $4,Meijer,41135846,2022-07-02,2022-12-31
YES,2022-12-31,2022-07-02,BEN RTH FAM SIZE,MEIJER (PG),Temp Price Reduction,2410200000001417LIVE,"202226-202252 - 20220701 - 20221231 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 1417, 2022 Meijer HPO- 2H",130 - Finished - Evaluated,2 for $4,Meijer,41135846,2022-07-02,2022-12-31
YES,2022-09-03,2022-08-27,BEN RTH 8.5-8.8Z,MEIJER (PG),Temp Price Reduction,2410200000002421LIVE,"202233-202235 - 20220815 - 20220828 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 2421, Copy of Promo 1284 for Claims",130 - Finished - Evaluated,2 for $4,Meijer,41135846,2022-08-27,2022-09-03
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000003377LIVE,"202433-202436 - 20240812 - 20240906 - DELHAIZE (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 3377, Food Lion Program: Bens RTH 2/$4.  Aug 28 Ad",130 - Finished - Evaluated,2 for $4,FoodLion,41135851,2024-08-14,2024-09-10
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY MID-ATLANTIC (PG),Temp Price Reduction,2410200000002855LIVE,"202436-202438 - 20240906 - 20240919 - ALB - SFWY MID-ATLANTIC (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 2855, RR/LGW 2/$5 $0.25 scan",130 - Finished - Evaluated,2 for $4,ALBMidAtlantic,41136072,2024-09-06,2024-10-03
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY SOUTHERN CAL (PG),Temp Price Reduction,2410200000003220LIVE,"202445-202447 - 20241106 - 20241119 - ALB - SFWY SOUTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 3220, Ben's November Feature",130 - Finished - Evaluated,2 for $4,ALBSoCal,41136078,2024-11-06,2024-11-12
YES,2024-11-16,2024-11-09,BEN RTH 8.5-8.8Z,GIANT EAGLE (PG),Temp Price Reduction,2410200000003572LIVE,"202436-202447 - 20240902 - 20241122 - GIANT EAGLE (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 3572, Giant Eagle 2/$ 4 Ben's RTH  Promo",130 - Finished - Evaluated,2 for $4,GiantEagle,41136105,2024-11-07,2024-11-13
YES,2025-03-01,2025-01-25,BEN TEN RTH 8.5-8.8Z,GIANT EAGLE (PG),Temp Price Reduction,2410200000003572LIVE,"202436-202447 - 20240902 - 20241122 - GIANT EAGLE (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 3572, Giant Eagle 2/$ 4 Ben's RTH  Promo",130 - Finished - Evaluated,2 for $4,GiantEagle,41136105,2024-11-07,2024-11-13
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000003433LIVE,"202502-202505 - 20250106 - 20250201 - DELHAIZE (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - Requires Re-Approval - 3433, Food Lion Bens RTH 2/$4 promo - Jan 2025",130 - Finished - Evaluated,2 for $4,FoodLion,41135851,2025-01-01,2025-01-31
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY SEATTLE (PG),Temp Price Reduction,2410200000003865LIVE,"202503-202505 - 20250115 - 20250128 - ALB - SFWY SEATTLE (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 3865, January Ben's RTH Features",130 - Finished - Evaluated,2 for $4,ALBSeattle,41136067,2025-01-02,2025-01-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000003662LIVE,"202502-202505 - 20250106 - 20250201 - DELHAIZE (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 3662, 2025 Q1 Food Lion GOLD Display",130 - Finished - Evaluated,2 for $4,FoodLion,41135851,2025-01-06,2025-01-31
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY SOUTHERN CAL (PG),Temp Price Reduction,2410200000003647LIVE,"202503-202505 - 20250115 - 20250128 - ALB - SFWY SOUTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 3647, January Ben's RTH Features",130 - Finished - Evaluated,2 for $4,ALBSoCal,41136078,2025-01-08,2025-01-21
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY SOUTHWEST (PG),Temp Price Reduction,2410200000003805LIVE,"202503-202505 - 20250115 - 20250128 - ALB - SFWY SOUTHWEST (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 3805, January Ben's RTH Features",130 - Finished - Evaluated,2 for $4,ALBSouthWest,41136080,2025-01-15,2025-01-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY NORTHERN CAL (PG),Temp Price Reduction,2410200000003847LIVE,"202503-202505 - 20250115 - 20250128 - ALB - SFWY NORTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 3847, January Ben's RTH Features",130 - Finished - Evaluated,2 for $4,ALBNorCal,41136079,2025-01-15,2025-01-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY PORTLAND (PG),Temp Price Reduction,2410200000003888LIVE,"202503-202505 - 20250115 - 20250128 - ALB - SFWY PORTLAND (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 3888, January Ben's RTH Features",130 - Finished - Evaluated,2 for $4,ALBPortland,41136069,2025-01-15,2025-01-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY DENVER (PG),Temp Price Reduction,2410200000003920LIVE,"202503-202505 - 20250115 - 20250128 - ALB - SFWY DENVER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 3920, January Ben's RTH Features",130 - Finished - Evaluated,2 for $4,ALBDenver,41136068,2025-01-15,2025-01-28
YES,2025-05-10,2025-05-03,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000004128LIVE,"202505-202510 - 2025-01-29 00:00:00 - 2025-03-04 00:00:00 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 25 Ben's 2/$4.00 - 5wks Scan - $0.29 - KP13w4-P1w4 - 4128, 25 Ben's 2/$4.00 - 5wks Scan - $0.29 - KP13w4-P1w4",130 - Finished - Evaluated,2 for $4,Kroger,41135845,2025-01-29,2025-03-04
YES,2025-05-10,2025-05-03,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000004128LIVE,"202505-202510 - 2025-01-29 00:00:00 - 2025-03-04 00:00:00 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 25 Ben's 2/$4.00 - 5wks Scan - $0.29 - KP13w4-P1w4 - 4128, 25 Ben's 2/$4.00 - 5wks Scan - $0.29 - KP13w4-P1w4",130 - Finished - Evaluated,2 for $4,KrogerFoodLess,41135845,2025-01-29,2025-03-04
YES,2025-05-10,2025-05-03,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000004128LIVE,"202505-202510 - 2025-01-29 00:00:00 - 2025-03-04 00:00:00 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 25 Ben's 2/$4.00 - 5wks Scan - $0.29 - KP13w4-P1w4 - 4128, 25 Ben's 2/$4.00 - 5wks Scan - $0.29 - KP13w4-P1w4",130 - Finished - Evaluated,2 for $4,KrogerFredMeyer,41135845,2025-01-29,2025-03-04
YES,2025-05-10,2025-05-03,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000004128LIVE,"202505-202510 - 2025-01-29 00:00:00 - 2025-03-04 00:00:00 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 25 Ben's 2/$4.00 - 5wks Scan - $0.29 - KP13w4-P1w4 - 4128, 25 Ben's 2/$4.00 - 5wks Scan - $0.29 - KP13w4-P1w4",130 - Finished - Evaluated,2 for $4,KrogerFrys,41135845,2025-01-29,2025-03-04
YES,2025-05-10,2025-05-03,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000004128LIVE,"202505-202510 - 2025-01-29 00:00:00 - 2025-03-04 00:00:00 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 25 Ben's 2/$4.00 - 5wks Scan - $0.29 - KP13w4-P1w4 - 4128, 25 Ben's 2/$4.00 - 5wks Scan - $0.29 - KP13w4-P1w4",130 - Finished - Evaluated,2 for $4,KrogerKingSoopers,41135845,2025-01-29,2025-03-04
YES,2025-05-10,2025-05-03,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000004128LIVE,"202505-202510 - 2025-01-29 00:00:00 - 2025-03-04 00:00:00 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 25 Ben's 2/$4.00 - 5wks Scan - $0.29 - KP13w4-P1w4 - 4128, 25 Ben's 2/$4.00 - 5wks Scan - $0.29 - KP13w4-P1w4",130 - Finished - Evaluated,2 for $4,KrogerRalphs,41135845,2025-01-29,2025-03-04
YES,2025-05-10,2025-05-03,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000004128LIVE,"202505-202510 - 2025-01-29 00:00:00 - 2025-03-04 00:00:00 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 25 Ben's 2/$4.00 - 5wks Scan - $0.29 - KP13w4-P1w4 - 4128, 25 Ben's 2/$4.00 - 5wks Scan - $0.29 - KP13w4-P1w4",130 - Finished - Evaluated,2 for $4,KrogerSmiths,41135845,2025-01-29,2025-03-04
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY SOUTHERN CAL (PG),Temp Price Reduction,2410200000003696LIVE,"202511-202513 - 20250309 - 20250325 - ALB - SFWY SOUTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 3696, March Ben's RTH Features",130 - Finished - Evaluated,2 for $4,ALBSoCal,41136078,2025-03-12,2025-03-25
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY SOUTHWEST (PG),Temp Price Reduction,2410200000003808LIVE,"202511-202513 - 20250312 - 20250325 - ALB - SFWY SOUTHWEST (PG) - Temp Price Reduction - Trade Promotion - 2 for $4 - 3808, March Ben's RTH Features",130 - Finished - Evaluated,2 for $4,ALBSouthWest,41136080,2025-03-12,2025-03-25
